datetime,sec_code,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26
2020/7/31,KSA.P,0.244897959,0.510204082,0.755555556,0.547368421,0.704081633,0.571428571,0.555555556,0.632653061,0.183673469,0.375,0.9375,0.5,0.147368421,0.102040816,0.826086957,0.875,0.875,0.520833333,0.020833333,0.581632653,0.394736842,0.448979592,0.104166667,0.575891408,0.419127858,0.513888889
2020/7/31,MBB.O,0.081632653,0.081632653,0.622222222,0.589473684,0.142857143,0.510204082,0.555555556,0.571428571,0.163265306,0.145833333,0.104166667,0.6875,0.947368421,0.367346939,0.608695652,0.854166667,0.416666667,0.791666667,0,0.959183673,0.157894737,0.367346939,0.354166667,0.503979251,0.097975655,0.513888889
2020/7/31,MCHI.O,0.734693878,0.469387755,0.311111111,0.673684211,0.265306122,0.93877551,0.555555556,0.530612245,0.653061224,0.833333333,0.395833333,0.729166667,0.631578947,0.816326531,0.065217391,0.458333333,0.125,0.895833333,0.479166667,0.102040816,0.447368421,0.551020408,0.729166667,0.503979251,3.61E-16,0.277777778
2020/7/31,PFF.O,0.408163265,0.795918367,0.711111111,0.778947368,0.704081633,0.163265306,0.555555556,0.510204082,0.224489796,0.6875,0.6875,0.270833333,0.442105263,0.142857143,0.847826087,1,0.4375,0.4375,0.4375,0.367346939,0.105263158,0.285714286,0.625,0.503979251,0.157085318,0.027777778
2020/7/31,QQQ.O,0.979591837,0.93877551,0.377777778,0.863157895,0,0.632653061,0.111111111,0.448979592,0.530612245,0.458333333,0.708333333,0.979166667,0.810526316,0.530612245,0,0.9375,0.083333333,0.770833333,0.854166667,0.010204082,1,0.428571429,0.916666667,0.945383218,-1.069285578,0.972222222
2020/7/31,SHY.O,0.040816327,0.734693878,0.8,0.884210526,0.204081633,0.693877551,0.555555556,0.408163265,0.571428571,1,0.020833333,0.645833333,1,0.571428571,0.717391304,0.625,0.458333333,0.666666667,0.083333333,0.653061224,0.263157895,0.408163265,0.166666667,0.449171105,-0.303740502,0.513888889
2020/7/31,SLV.P,0.367346939,0,0.177777778,0.821052632,0.081632653,0.489795918,0.555555556,0.346938776,0.918367347,0.708333333,0.75,0.708333333,0.589473684,0.979591837,0.913043478,0.520833333,0,0,0.041666667,0.755102041,0.052631579,0,0.958333333,0.503979251,3.61E-16,0.527777778
2020/7/31,SMH.P,0.897959184,0.571428571,0.5,0.842105263,0.408163265,0.979591837,0.133333333,0.306122449,0.591836735,0.666666667,0.895833333,0.8125,0.694736842,0.734693878,0.239130435,0.270833333,0.041666667,0.916666667,0.958333333,0.081632653,1,0.755102041,0.979166667,0.503979251,-1.336178353,1
2020/7/31,SPY.P,1,0.448979592,0.466666667,0.905263158,0.704081633,0,0.5,0.265306122,0.244897959,0.416666667,0.729166667,1,0.547368421,0.12244898,0.02173913,0.3125,0.3125,0.625,0.979166667,0.010204082,1,0.183673469,0.75,0.58756173,0.791089247,0.861111111
2020/7/31,TIP.P,0.530612245,0.755102041,0.5,0.926315789,0.12244898,0.142857143,0.5,0.244897959,0.734693878,0.9375,0.208333333,0.854166667,0.905263158,0.836734694,0.304347826,0.5625,0.333333333,0.9375,0.375,0.244897959,0.078947368,0.12244898,0.604166667,0.569225192,-1.251983714,0.513888889
2020/7/31,TLT.O,0.93877551,0.346938776,1,0.947368421,0.285714286,0.959183673,0.033333333,0.193877551,0.285714286,0.958333333,0.416666667,0.958333333,1,0.714285714,0.97826087,0.416666667,0.1875,1,0.1875,0.040816327,0.473684211,0.06122449,0.895833333,0.503979251,3.61E-16,0.638888889
