datetime,sec_code,pred_return,target,weight
2025-01-31,VONG.O,0.04385916,,0.1
2025-01-31,DVY.O,0.04198358,,0.1
2025-01-31,ICLN.O,0.04109203,,0.1
2025-01-31,INDA.B,0.040620435,,0.1
2025-01-31,ACWI.O,0.03976089,,0.1
2025-01-31,QQQ.O,0.03898551,,0.1
2025-01-31,SPY.P,0.035286073,,0.1
2025-01-31,VTWO.O,0.033863816,,0.1
2025-01-31,IUSG.O,0.032275856,,0.1
2025-01-31,IEMG.P,0.02834641,,0.1
